校区,开课学院,课程代码,课程名称,学号,考试时间,考试地点
仙林,理学院,B0600011S,高等数学A(上),B13010934L,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600011S,高等数学A(上),B13011002,2014年02月21日(18:30-20:20),教2-309
仙林,计算机学院,B0300012S,高级语言程序设计,B13011017,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011020,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011020,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011020,2014年02月22日(13:30-15:20),教2-102
仙林,理学院,B0600011S,高等数学A(上),B13011022,2014年02月21日(18:30-20:20),教2-309
仙林,计算机学院,B0300012S,高级语言程序设计,B13011024,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011024,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011024,2014年02月22日(13:30-15:20),教2-102
仙林,计算机学院,B0300012S,高级语言程序设计,B13011025,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011025,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011025,2014年02月22日(13:30-15:20),教2-102
仙林,理学院,B0600011S,高等数学A(上),B13011028,2014年02月21日(18:30-20:20),教2-309
仙林,计算机学院,B0300012S,高级语言程序设计,B13011029,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011029,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011029,2014年02月22日(13:30-15:20),教2-102
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011029,2014年02月19日(18:30-20:30),教3-300
仙林,理学院,B0600011S,高等数学A(上),B13011032,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011032,2014年02月22日(13:30-15:20),教2-102
仙林,计算机学院,B0300012S,高级语言程序设计,B13011033,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011033,2014年02月21日(18:30-20:20),教2-309
仙林,计算机学院,B0300012S,高级语言程序设计,B13011034,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011034,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011034,2014年02月22日(13:30-15:20),教2-102
仙林,理学院,B0600011S,高等数学A(上),B13011035,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011035,2014年02月22日(13:30-15:20),教2-102
仙林,理学院,B0600011S,高等数学A(上),B13011101,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600031S,线性代数与解析几何,B13011101,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011102,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600011S,高等数学A(上),B13011104,2014年02月21日(18:30-20:20),教2-309
仙林,计算机学院,B0300012S,高级语言程序设计,B13011106,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011106,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600011S,高等数学A(上),B13011113,2014年02月21日(18:30-20:20),教2-309
仙林,理学院,B0600011S,高等数学A(上),B13011116,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011116,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011120,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011121,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011121,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011121,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011122,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011122,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011122,2014年02月22日(13:30-15:20),教2-202
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13011122,2014年02月16日(13:30-15:20),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011132,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011133,2014年02月22日(13:30-15:20),教2-202
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13011133,2014年02月16日(13:30-15:20),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011134,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011134,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011135,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011135,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011135,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011203,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011210,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011215,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011217,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011217,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011217,2014年02月22日(13:30-15:20),教2-202
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13011217,2014年02月16日(13:30-15:20),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011218,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011219,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011219,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011219,2014年02月22日(13:30-15:20),教2-202
,通信与信息工程学院,B0210400C,电子信息工程专业导论,B13011220,本课程考核方式为提交读书报告，具体要求请于2月15日前联系胡老师，联系电话18951896169,
仙林,计算机学院,B0300012S,高级语言程序设计,B13011220,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011220,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011220,2014年02月22日(13:30-15:20),教2-202
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13011220,2014年02月16日(13:30-15:20),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011221,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011222,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011222,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011222,2014年02月22日(13:30-15:20),教2-202
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011222,2014年02月19日(18:30-20:30),教3-300
,通信与信息工程学院,B0210400C,电子信息工程专业导论,B13011225,本课程考核方式为提交读书报告，具体要求请于2月15日前联系胡老师，联系电话18951896169,
仙林,计算机学院,B0300012S,高级语言程序设计,B13011225,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011227,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011227,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011227,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011229,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011229,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011230,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011230,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011230,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011303,2014年02月21日(18:30-20:20),教2-400
仙林,教育科学与技术学院,B3500011S,大学生心理健康,B13011310,2014年02月16日(13:30-15:20),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011314,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011316,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011323,2014年02月21日(18:30-20:20),教2-400
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011325,2014年02月19日(18:30-20:30),教3-300
仙林,计算机学院,B0300012S,高级语言程序设计,B13011331,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600031S,线性代数与解析几何,B13011331,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011332,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011332,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011333,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011405,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011406,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011408,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011409,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011409,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011411,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011412,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011412,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011414,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011415,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011419,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011421,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011422,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011422,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011422,2014年02月22日(13:30-15:20),教2-202
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011422,2014年02月19日(18:30-20:30),教3-300
仙林,计算机学院,B0300012S,高级语言程序设计,B13011424,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011425,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011427,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011427,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011427,2014年02月22日(13:30-15:20),教2-202
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011427,2014年02月19日(18:30-20:30),教3-300
仙林,计算机学院,B0300012S,高级语言程序设计,B13011429,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011429,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011430,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011432,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011432,2014年02月21日(18:30-20:20),教2-400
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011436,2014年02月19日(18:30-20:30),教3-300
仙林,理学院,B0600011S,高等数学A(上),B13011502,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011503,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011507,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011511,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011513,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011514,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011516,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011517,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011519,2014年02月21日(18:30-20:20),教2-400
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011519,2014年02月19日(18:30-20:30),教3-300
仙林,理学院,B0600011S,高等数学A(上),B13011520,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011520,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011522,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011523,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011523,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011523,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011524,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011524,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011526,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011526,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011526,2014年02月22日(13:30-15:20),教2-202
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011526,2014年02月19日(18:30-20:30),教3-300
仙林,计算机学院,B0300012S,高级语言程序设计,B13011527,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011527,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011527,2014年02月22日(13:30-15:20),教2-202
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011527,2014年02月19日(18:30-20:30),教3-300
仙林,理学院,B0600011S,高等数学A(上),B13011531,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011531,2014年02月22日(13:30-15:20),教2-202
仙林,理学院,B0600011S,高等数学A(上),B13011532,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B13011533,2014年02月21日(18:30-20:20),教2-400
仙林,外国语学院,B0800012S,大学英语Ⅰ,B13011533,2014年02月19日(18:30-20:30),教3-300
仙林,计算机学院,B0300012S,高级语言程序设计,B13011603,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011605,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011606,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011610,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011610,2014年02月21日(18:30-20:20),教2-400
仙林,计算机学院,B0300012S,高级语言程序设计,B13011611,2014年02月22日(16:00-17:50),教2-101
仙林,计算机学院,B0300012S,高级语言程序设计,B13011613,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600031S,线性代数与解析几何,B13011613,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011614,2014年02月22日(16:00-17:50),教2-101
仙林,理学院,B0600011S,高等数学A(上),B13011614,2014年02月21日(18:30-20:20),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B13011614,2014年02月22日(13:30-15:20),教2-202
仙林,计算机学院,B0300012S,高级语言程序设计,B13011615,2014年02月22日(16:00-17:50),教2-101
